Food,l_class,NA,K,CA,MG,P,FE,ZN,CU,MN
＜魚類＞　ぶり　はまち　養殖　皮なし　生,10.0,36.0,390.0,5.0,29.0,220.0,1.0,1.0,0.1,0.0
＜魚類＞　ほうぼう　生,10.0,110.0,380.0,42.0,34.0,200.0,0.0,1.0,0.0,0.0
＜魚類＞　ホキ　生,10.0,160.0,330.0,20.0,24.0,160.0,0.0,0.0,0.0,0.0
＜魚類＞　ほっけ　生,10.0,81.0,360.0,22.0,33.0,220.0,0.0,1.0,0.1,0.0
＜魚類＞　ほっけ　塩ほっけ,10.0,1400.0,350.0,20.0,30.0,220.0,1.0,0.0,0.0,0.0
＜魚類＞　ほっけ　開き干し　生,10.0,690.0,390.0,170.0,37.0,330.0,1.0,1.0,0.0,0.0
＜魚類＞　ほっけ　開き干し　焼き,10.0,770.0,410.0,180.0,41.0,360.0,1.0,1.0,0.0,0.0
＜魚類＞　ぼら　生,10.0,87.0,330.0,17.0,24.0,170.0,1.0,1.0,0.0,0.0
＜魚類＞　ぼら　からすみ,10.0,1400.0,170.0,9.0,23.0,530.0,2.0,9.0,0.0,0.0
＜魚類＞　ほんもろこ　生,10.0,86.0,320.0,850.0,39.0,640.0,1.0,3.0,0.0,0.0
＜魚類＞　（まぐろ類）　きはだ　生,10.0,43.0,450.0,5.0,37.0,290.0,2.0,1.0,0.0,0.0
＜魚類＞　（まぐろ類）　くろまぐろ　天然　赤身　生,10.0,49.0,380.0,5.0,45.0,270.0,1.0,0.0,0.0,0.0
＜魚類＞　（まぐろ類）　くろまぐろ　天然　脂身　生,10.0,71.0,230.0,7.0,35.0,180.0,2.0,1.0,0.0,0.0
＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　生,10.0,28.0,430.0,3.0,38.0,270.0,1.0,1.0,0.0,0.0
＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　水煮,10.0,25.0,400.0,3.0,38.0,270.0,1.0,1.0,0.0,0.0
＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　蒸し,10.0,26.0,410.0,3.0,39.0,270.0,1.0,1.0,0.0,0.0
＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　電子レンジ調理,10.0,33.0,490.0,4.0,44.0,310.0,1.0,1.0,0.0,0.0
＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　焼き,10.0,33.0,500.0,3.0,42.0,290.0,1.0,1.0,0.0,0.0
＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　ソテー,10.0,29.0,470.0,3.0,43.0,300.0,1.0,1.0,0.0,0.0
＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　天ぷら,10.0,38.0,440.0,13.0,40.0,280.0,1.0,1.0,0.0,0.0
＜魚類＞　（まぐろ類）　びんなが　生,10.0,38.0,440.0,9.0,41.0,310.0,1.0,1.0,0.0,0.0
＜魚類＞　（まぐろ類）　みなみまぐろ　赤身　生,10.0,43.0,400.0,5.0,27.0,240.0,2.0,0.0,0.0,0.0
＜魚類＞　（まぐろ類）　みなみまぐろ　脂身　生,10.0,44.0,280.0,9.0,29.0,210.0,1.0,0.0,0.0,0.0
＜魚類＞　（まぐろ類）　めじまぐろ　生,10.0,42.0,410.0,9.0,40.0,290.0,2.0,1.0,0.0,0.0
＜魚類＞　（まぐろ類） めばち　赤身　生,10.0,39.0,440.0,3.0,35.0,270.0,1.0,0.0,0.0,0.0
＜魚類＞　（まぐろ類） めばち　脂身　生,10.0,100.0,400.0,4.0,31.0,240.0,1.0,0.0,0.0,0.0
＜魚類＞　（まぐろ類）　缶詰　水煮　フレーク　ライト,10.0,210.0,230.0,5.0,26.0,160.0,1.0,1.0,0.0,0.0
＜魚類＞　（まぐろ類）　缶詰　水煮　フレーク　ホワイト,10.0,260.0,280.0,6.0,34.0,200.0,1.0,1.0,0.0,0.0
＜魚類＞　（まぐろ類）　缶詰　味付け　フレーク,10.0,760.0,280.0,24.0,31.0,350.0,4.0,1.0,0.0,0.0
＜魚類＞　（まぐろ類）　缶詰　油漬　フレーク　ライト,10.0,340.0,230.0,4.0,25.0,160.0,1.0,0.0,0.0,0.0
＜魚類＞　（まぐろ類）　缶詰　油漬　フレーク　ホワイト,10.0,370.0,190.0,2.0,27.0,270.0,2.0,0.0,0.0,0.0
＜魚類＞　マジェランあいなめ　生,10.0,65.0,300.0,10.0,18.0,210.0,0.0,0.0,0.0,0.0
＜魚類＞　まながつお　生,10.0,160.0,370.0,21.0,25.0,190.0,0.0,1.0,0.0,0.0
＜魚類＞　みなみくろたち　生,10.0,120.0,460.0,22.0,34.0,240.0,1.0,1.0,0.0,0.0
＜魚類＞　みなみだら　生,10.0,220.0,320.0,23.0,41.0,160.0,0.0,0.0,0.0,0.0
＜魚類＞　むつ　生,10.0,85.0,390.0,25.0,20.0,180.0,1.0,0.0,0.0,0.0
＜魚類＞　むつ　水煮,10.0,80.0,410.0,49.0,23.0,230.0,1.0,0.0,0.0,0.0
＜魚類＞　めじな　生,10.0,91.0,380.0,27.0,30.0,240.0,0.0,1.0,0.0,0.0
＜魚類＞　めばる　生,10.0,75.0,350.0,80.0,27.0,200.0,0.0,0.0,0.0,0.0
＜魚類＞　メルルーサ　生,10.0,140.0,320.0,12.0,38.0,150.0,0.0,0.0,0.0,0.0
＜魚類＞　やつめうなぎ　生,10.0,49.0,150.0,7.0,15.0,180.0,2.0,2.0,0.0,0.0
＜魚類＞　やつめうなぎ　干しやつめ,10.0,130.0,650.0,16.0,49.0,240.0,32.0,6.0,1.8,0.1
＜魚類＞　やまめ　養殖　生,10.0,50.0,420.0,85.0,28.0,280.0,1.0,1.0,0.0,0.0
＜魚類＞　わかさぎ　生,10.0,200.0,120.0,450.0,25.0,350.0,1.0,2.0,0.0,0.0
＜魚類＞　わかさぎ　つくだ煮,10.0,1900.0,480.0,970.0,69.0,780.0,3.0,4.0,0.0,2.0
＜魚類＞　わかさぎ　あめ煮,10.0,1600.0,410.0,960.0,66.0,740.0,2.0,5.0,0.0,2.0
＜貝類＞　あかがい　生,10.0,300.0,290.0,40.0,55.0,140.0,5.0,2.0,0.0,0.0
＜貝類＞　あげまき　生,10.0,600.0,120.0,66.0,49.0,120.0,4.0,2.0,0.4,0.2
＜貝類＞　あさり　生,10.0,870.0,140.0,66.0,100.0,85.0,4.0,1.0,0.0,0.1
＜貝類＞　あさり　つくだ煮,10.0,2900.0,270.0,260.0,79.0,300.0,19.0,3.0,0.0,1.0
＜貝類＞　あさり　缶詰　水煮,10.0,390.0,9.0,110.0,46.0,260.0,30.0,3.0,0.0,1.0
＜貝類＞　あさり　缶詰　味付け,10.0,640.0,35.0,87.0,44.0,180.0,28.0,3.0,0.0,1.0
＜貝類＞　あわび　くろあわび　生,10.0,430.0,160.0,25.0,69.0,82.0,2.0,0.0,0.0,0.0
＜貝類＞　あわび　まだかあわび　生,10.0,330.0,250.0,21.0,58.0,130.0,2.0,0.0,0.0,0.0
＜貝類＞　あわび　めがいあわび　生,10.0,320.0,230.0,19.0,50.0,110.0,1.0,0.0,0.0,0.0
＜貝類＞　あわび　干し,10.0,2900.0,490.0,39.0,110.0,300.0,2.0,2.0,1.0,0.0
＜貝類＞　あわび　塩辛,10.0,2600.0,180.0,55.0,88.0,160.0,34.0,2.0,0.0,0.0
＜貝類＞　あわび　水煮缶詰,10.0,570.0,130.0,20.0,58.0,230.0,2.0,1.0,0.0,0.0
＜貝類＞　いがい　生,10.0,540.0,230.0,43.0,73.0,160.0,4.0,1.0,0.0,1.0
＜貝類＞　いたやがい　養殖　生,10.0,450.0,260.0,48.0,74.0,170.0,2.0,6.0,0.1,4.9
＜貝類＞　エスカルゴ　水煮缶詰,10.0,260.0,5.0,400.0,37.0,130.0,4.0,2.0,3.0,0.0
＜貝類＞　かき　養殖　生,10.0,460.0,190.0,84.0,65.0,100.0,2.0,14.0,1.0,0.0
＜貝類＞　かき　養殖　水煮,10.0,350.0,180.0,59.0,42.0,140.0,3.0,18.0,1.0,0.0
＜貝類＞　かき　養殖　フライ,10.0,380.0,180.0,67.0,53.0,110.0,2.0,12.0,1.0,0.0
＜貝類＞　かき　くん製油漬缶詰,10.0,300.0,140.0,35.0,42.0,260.0,5.0,25.0,3.0,1.0
＜貝類＞　さざえ　生,10.0,240.0,250.0,22.0,54.0,140.0,1.0,2.0,0.0,0.0
＜貝類＞　さざえ　焼き,10.0,280.0,220.0,29.0,67.0,120.0,1.0,3.0,1.0,0.0
＜貝類＞　さるぼう　味付け缶詰,10.0,870.0,55.0,60.0,41.0,140.0,11.0,4.0,0.0,1.0
＜貝類＞　しじみ　生,10.0,180.0,83.0,240.0,10.0,120.0,8.0,2.0,0.0,3.0
＜貝類＞　しじみ　水煮,10.0,100.0,66.0,250.0,11.0,200.0,15.0,4.0,1.0,7.3
＜貝類＞　たいらがい　貝柱　生,10.0,260.0,260.0,16.0,36.0,150.0,1.0,4.0,0.0,0.0
＜貝類＞　たにし　生,10.0,23.0,70.0,1300.0,77.0,140.0,19.0,6.0,1.9,2.1
＜貝類＞　つぶ　生,10.0,380.0,160.0,60.0,92.0,120.0,1.0,1.0,0.0,0.0
＜貝類＞　とこぶし　生,10.0,260.0,250.0,24.0,55.0,160.0,2.0,1.0,0.3,0.0
＜貝類＞　とりがい　斧足　生,10.0,100.0,150.0,19.0,43.0,120.0,3.0,2.0,0.0,0.0
＜貝類＞　ばい　生,10.0,220.0,320.0,44.0,84.0,160.0,1.0,1.0,0.0,0.0
＜貝類＞　ばかがい　生,10.0,300.0,220.0,42.0,51.0,150.0,1.0,2.0,0.0,0.0
＜貝類＞　（はまぐり類）　はまぐり　生,10.0,780.0,160.0,130.0,81.0,96.0,2.0,2.0,0.1,0.0
＜貝類＞　（はまぐり類）　はまぐり　水煮,10.0,490.0,180.0,130.0,69.0,190.0,4.0,3.0,0.0,0.3
＜貝類＞　（はまぐり類）　はまぐり　焼き,10.0,770.0,230.0,140.0,87.0,140.0,3.0,2.0,0.2,0.3
＜貝類＞　（はまぐり類）　はまぐり　つくだ煮,10.0,2800.0,320.0,120.0,95.0,340.0,7.0,4.0,0.2,1.0
＜貝類＞　（はまぐり類）　ちょうせんはまぐり　生,10.0,510.0,170.0,160.0,69.0,94.0,5.0,1.0,0.0,0.0
＜貝類＞　ほたてがい　生,10.0,320.0,310.0,22.0,59.0,210.0,2.0,3.0,0.0,0.0
＜貝類＞　ほたてがい　水煮,10.0,250.0,330.0,24.0,57.0,250.0,3.0,3.0,0.0,0.0
＜貝類＞　ほたてがい　貝柱　生,10.0,120.0,380.0,7.0,41.0,230.0,0.0,2.0,0.0,0.0
＜貝類＞　ほたてがい　貝柱　焼き,10.0,150.0,480.0,13.0,56.0,320.0,0.0,2.0,0.0,0.0
＜貝類＞　ほたてがい　貝柱　煮干し,10.0,2500.0,810.0,34.0,120.0,610.0,1.0,6.0,0.0,0.1
＜貝類＞　ほたてがい　貝柱　水煮缶詰,10.0,390.0,250.0,50.0,37.0,170.0,1.0,3.0,0.0,0.0
＜貝類＞　ほっきがい　生,10.0,250.0,260.0,62.0,75.0,160.0,4.0,2.0,0.0,0.0
＜貝類＞　みるがい　水管　生,10.0,330.0,420.0,55.0,75.0,160.0,3.0,1.0,0.0,0.0
＜えび・かに類＞　（えび類）　あまえび　生,10.0,300.0,310.0,50.0,42.0,240.0,0.0,1.0,0.0,0.0
＜えび・かに類＞　（えび類）　いせえび　生,10.0,350.0,400.0,37.0,39.0,330.0,0.0,2.0,1.0,0.0
＜えび・かに類＞　（えび類）　くるまえび　養殖　生,10.0,170.0,430.0,41.0,46.0,310.0,1.0,1.0,0.0,0.0
＜えび・かに類＞　（えび類）　くるまえび　養殖　ゆで,10.0,200.0,500.0,61.0,57.0,390.0,1.0,2.0,1.0,0.0
＜えび・かに類＞　（えび類）　くるまえび　養殖　焼き,10.0,180.0,400.0,55.0,49.0,330.0,1.0,2.0,1.0,0.0
＜えび・かに類＞　（えび類）　さくらえび　生,10.0,270.0,310.0,630.0,69.0,330.0,0.0,1.0,0.9,0.0
＜えび・かに類＞　（えび類）　さくらえび　ゆで,10.0,830.0,250.0,690.0,92.0,360.0,1.0,1.0,2.0,0.0
＜えび・かに類＞　（えび類）　さくらえび　素干し,10.0,1200.0,1200.0,2000.0,310.0,1200.0,3.0,5.0,3.0,0.0
＜えび・かに類＞　（えび類）　さくらえび　煮干し,10.0,3400.0,680.0,1500.0,260.0,860.0,3.0,4.0,3.0,0.2
＜えび・かに類＞　（えび類）　大正えび　生,10.0,200.0,360.0,34.0,45.0,300.0,0.0,1.0,1.0,0.0
＜えび・かに類＞　（えび類）　しばえび　生,10.0,250.0,260.0,56.0,30.0,270.0,1.0,1.0,0.0,0.0
＜えび・かに類＞　（えび類）　バナメイえび　養殖　生,10.0,140.0,270.0,68.0,37.0,220.0,1.0,1.0,0.0,0.1
＜えび・かに類＞　（えび類）　バナメイえび　養殖　天ぷら,10.0,140.0,250.0,96.0,36.0,200.0,1.0,1.0,0.0,0.0
＜えび・かに類＞　（えび類）　ブラックタイガー　養殖　生,10.0,150.0,230.0,67.0,36.0,210.0,0.0,1.0,0.0,0.0
＜えび・かに類＞　（えび類）　加工品　干しえび,10.0,1500.0,740.0,7100.0,520.0,990.0,15.0,4.0,5.0,4.0
＜えび・かに類＞　（えび類）　加工品　つくだ煮,10.0,1900.0,350.0,1800.0,110.0,440.0,4.0,3.0,2.0,1.0
＜えび・かに類＞　（かに類）　がざみ　生,10.0,360.0,300.0,110.0,60.0,200.0,0.0,4.0,1.1,0.0
＜えび・かに類＞　（かに類）　毛がに　生,10.0,220.0,340.0,61.0,38.0,260.0,1.0,3.0,0.0,0.0
＜えび・かに類＞　（かに類）　毛がに　ゆで,10.0,240.0,280.0,66.0,39.0,200.0,1.0,4.0,0.0,0.0
＜えび・かに類＞　（かに類）　ずわいがに　生,10.0,310.0,310.0,90.0,42.0,170.0,1.0,3.0,0.0,0.0
＜えび・かに類＞　（かに類）　ずわいがに　ゆで,10.0,240.0,240.0,120.0,55.0,150.0,1.0,3.0,1.0,0.0
＜えび・かに類＞　（かに類）　ずわいがに　水煮缶詰,10.0,670.0,21.0,68.0,29.0,120.0,1.0,5.0,0.0,0.1
＜えび・かに類＞　（かに類）　たらばがに　生,10.0,340.0,280.0,51.0,41.0,220.0,0.0,3.0,0.0,0.0
＜えび・かに類＞　（かに類）　たらばがに　ゆで,10.0,310.0,230.0,48.0,51.0,190.0,0.0,4.0,0.0,0.0
＜えび・かに類＞　（かに類）　たらばがに　水煮缶詰,10.0,580.0,90.0,52.0,34.0,220.0,0.0,6.0,1.0,0.0
＜えび・かに類＞　（かに類）　加工品　がん漬,10.0,7500.0,250.0,4000.0,530.0,200.0,2.0,2.0,1.0,4.0
＜いか・たこ類＞　（いか類）　あかいか　生,10.0,200.0,330.0,12.0,46.0,280.0,0.0,1.0,0.0,0.0
＜いか・たこ類＞　（いか類）　けんさきいか　生,10.0,210.0,330.0,12.0,46.0,260.0,0.0,1.0,0.0,0.0
＜いか・たこ類＞　（いか類）　こういか　生,10.0,280.0,220.0,17.0,48.0,170.0,0.0,2.0,0.0,0.0
＜いか・たこ類＞　（いか類）　するめいか　生,10.0,210.0,300.0,11.0,46.0,250.0,0.0,2.0,0.0,0.0
＜いか・たこ類＞　（いか類）　するめいか　水煮,10.0,230.0,310.0,14.0,52.0,280.0,0.0,2.0,0.4,0.0
＜いか・たこ類＞　（いか類）　するめいか　焼き,10.0,330.0,360.0,14.0,57.0,300.0,0.0,2.0,0.0,0.0
＜いか・たこ類＞　（いか類）　するめいか　胴　皮つき　生,10.0,200.0,330.0,10.0,48.0,280.0,0.0,1.0,0.0,0.0
＜いか・たこ類＞　（いか類）　するめいか　胴　皮なし　生,10.0,200.0,340.0,10.0,48.0,270.0,0.0,2.0,0.0,0.0
＜いか・たこ類＞　（いか類）　するめいか　胴　皮なし　天ぷら,10.0,180.0,280.0,26.0,40.0,230.0,0.0,1.0,0.0,0.0
＜いか・たこ類＞　（いか類）　するめいか　耳・足　生,10.0,230.0,270.0,13.0,45.0,210.0,0.0,2.0,0.0,0.0
＜いか・たこ類＞　（いか類）　ほたるいか　生,10.0,270.0,290.0,14.0,39.0,170.0,1.0,1.0,3.0,0.0
＜いか・たこ類＞　（いか類）　ほたるいか　ゆで,10.0,240.0,240.0,22.0,32.0,200.0,1.0,2.0,3.0,0.0
＜いか・たこ類＞　（いか類）　ほたるいか　くん製,10.0,1500.0,240.0,55.0,56.0,650.0,10.0,5.0,12.0,0.0
＜いか・たこ類＞　（いか類）　ほたるいか　つくだ煮,10.0,1200.0,96.0,26.0,31.0,270.0,3.0,3.0,6.0,0.0
＜いか・たこ類＞　（いか類）　やりいか　生,10.0,170.0,300.0,10.0,42.0,280.0,0.0,1.0,0.0,0.0
＜いか・たこ類＞　（いか類）　加工品　するめ,10.0,890.0,1100.0,43.0,170.0,1100.0,1.0,5.0,1.0,0.0
＜いか・たこ類＞　（いか類）　加工品　さきいか,10.0,2700.0,230.0,23.0,82.0,430.0,2.0,3.0,0.0,0.0
＜いか・たこ類＞　（いか類）　加工品　くん製,10.0,2400.0,240.0,9.0,34.0,330.0,1.0,2.0,0.0,0.0
＜いか・たこ類＞　（いか類）　加工品　切りいかあめ煮,10.0,1100.0,210.0,65.0,81.0,300.0,1.0,2.0,0.5,0.0
＜いか・たこ類＞　（いか類）　加工品　いかあられ,10.0,700.0,230.0,18.0,41.0,260.0,0.0,1.0,0.0,0.0
＜いか・たこ類＞　（いか類）　加工品　塩辛,10.0,2700.0,170.0,16.0,48.0,210.0,1.0,2.0,2.0,0.0
＜いか・たこ類＞　（いか類）　加工品　味付け缶詰,10.0,700.0,110.0,16.0,38.0,220.0,1.0,3.0,1.0,0.0
＜いか・たこ類＞　（たこ類）　いいだこ　生,10.0,250.0,200.0,20.0,43.0,190.0,2.0,3.0,3.0,0.0
＜いか・たこ類＞　（たこ類）　まだこ　生,10.0,280.0,290.0,16.0,55.0,160.0,1.0,2.0,0.3,0.0
＜いか・たこ類＞　（たこ類）　まだこ　ゆで,10.0,230.0,240.0,19.0,52.0,120.0,0.0,2.0,0.0,0.0
＜いか・たこ類＞　（たこ類）　みずだこ　生,10.0,430.0,270.0,19.0,60.0,150.0,0.0,2.0,1.0,0.0
＜その他＞　あみ　つくだ煮,10.0,2700.0,350.0,490.0,100.0,410.0,7.0,2.0,1.0,1.0
＜その他＞　あみ　塩辛,10.0,7800.0,280.0,460.0,82.0,270.0,1.0,1.0,0.7,0.0
＜その他＞　うに　生うに,10.0,220.0,340.0,12.0,27.0,390.0,1.0,2.0,0.0,0.0
＜その他＞　うに　粒うに,10.0,3300.0,280.0,46.0,63.0,310.0,1.0,2.0,0.1,0.0
＜その他＞　うに　練りうに,10.0,2800.0,230.0,38.0,41.0,220.0,2.0,1.0,0.0,0.0
＜その他＞　おきあみ　生,10.0,420.0,320.0,360.0,85.0,310.0,1.0,1.0,2.3,0.0
＜その他＞　おきあみ　ゆで,10.0,620.0,200.0,350.0,110.0,310.0,1.0,1.0,2.0,0.0
＜その他＞　くらげ　塩蔵　塩抜き,10.0,110.0,1.0,2.0,4.0,26.0,0.0,0.0,0.0,0.0
＜その他＞　しゃこ　ゆで,10.0,310.0,230.0,88.0,40.0,250.0,1.0,3.0,3.0,0.0
＜その他＞　なまこ　生,10.0,680.0,54.0,72.0,160.0,25.0,0.0,0.0,0.0,0.0
＜その他＞　なまこ　このわた,10.0,1800.0,330.0,41.0,95.0,170.0,4.0,1.0,0.1,0.0
＜その他＞　ほや　生,10.0,1300.0,570.0,32.0,41.0,55.0,6.0,5.0,0.0,0.0
＜その他＞　ほや　塩辛,10.0,1400.0,79.0,14.0,25.0,75.0,3.0,3.0,0.1,0.0
＜水産練り製品＞　かに風味かまぼこ,10.0,850.0,76.0,120.0,19.0,77.0,0.0,0.0,0.0,0.0
＜水産練り製品＞　黒はんぺん,10.0,560.0,110.0,110.0,17.0,150.0,1.0,1.0,0.0,0.0
＜水産練り製品＞　昆布巻きかまぼこ,10.0,950.0,430.0,70.0,39.0,55.0,0.0,0.0,0.0,0.0
＜水産練り製品＞　す巻きかまぼこ,10.0,870.0,85.0,25.0,13.0,60.0,0.0,0.0,0.0,0.0
＜水産練り製品＞　蒸しかまぼこ,10.0,1000.0,110.0,25.0,14.0,60.0,0.0,0.0,0.0,0.0
＜水産練り製品＞　焼き抜きかまぼこ,10.0,930.0,100.0,25.0,16.0,60.0,0.0,0.0,0.0,0.0
＜水産練り製品＞　焼き竹輪,10.0,830.0,95.0,15.0,15.0,110.0,1.0,0.0,0.0,0.0
＜水産練り製品＞　だて巻,10.0,350.0,110.0,25.0,11.0,120.0,1.0,1.0,0.0,0.0
＜水産練り製品＞　つみれ,10.0,570.0,180.0,60.0,17.0,120.0,1.0,1.0,0.0,0.0
＜水産練り製品＞　なると,10.0,800.0,160.0,15.0,11.0,110.0,1.0,0.0,0.0,0.0
＜水産練り製品＞　はんぺん,10.0,590.0,160.0,15.0,13.0,110.0,1.0,0.0,0.0,0.0
＜水産練り製品＞　さつま揚げ,10.0,730.0,60.0,60.0,14.0,70.0,1.0,0.0,0.0,0.0
＜水産練り製品＞　魚肉ハム,10.0,900.0,110.0,45.0,15.0,50.0,1.0,1.0,0.0,0.0
＜水産練り製品＞　魚肉ソーセージ,10.0,810.0,70.0,100.0,11.0,200.0,1.0,0.0,0.0,0.0
＜畜肉類＞　いのしし　肉　脂身つき　生,11.0,45.0,270.0,4.0,20.0,170.0,3.0,3.0,0.0,0.0
＜畜肉類＞　いのぶた　肉　脂身つき　生,11.0,50.0,280.0,4.0,19.0,150.0,1.0,2.0,0.0,0.0
＜畜肉類＞　うさぎ　肉　赤肉　生,11.0,35.0,400.0,5.0,27.0,300.0,1.0,1.0,0.0,0.0
＜畜肉類＞　うし　［和牛肉］　かた　脂身つき　生,11.0,47.0,280.0,4.0,19.0,150.0,1.0,5.0,0.0,0.0
＜畜肉類＞　うし　［和牛肉］　かた　皮下脂肪なし　生,11.0,48.0,290.0,4.0,19.0,160.0,1.0,5.0,0.0,0.0
＜畜肉類＞　うし　［和牛肉］　かた　赤肉　生,11.0,52.0,320.0,4.0,21.0,170.0,3.0,6.0,0.0,0.0
＜畜肉類＞　うし　［和牛肉］　かた　脂身　生,11.0,19.0,81.0,2.0,4.0,35.0,1.0,0.0,0.0,0.0
＜畜肉類＞　うし　［和牛肉］　かたロース　脂身つき　生,11.0,42.0,210.0,3.0,14.0,120.0,1.0,5.0,0.0,0.0
＜畜肉類＞　うし　［和牛肉］　かたロース　皮下脂肪なし　生,11.0,42.0,210.0,3.0,14.0,120.0,1.0,5.0,0.0,0.0
＜畜肉類＞　うし　［和牛肉］　かたロース　赤肉　生,11.0,49.0,240.0,3.0,16.0,140.0,2.0,6.0,0.0,0.0
＜畜肉類＞　うし　［和牛肉］　リブロース　脂身つき　生,11.0,39.0,150.0,2.0,10.0,84.0,1.0,3.0,0.0,0.0
＜畜肉類＞　うし　［和牛肉］　リブロース　脂身つき　ゆで,11.0,20.0,75.0,2.0,8.0,62.0,1.0,3.0,0.0,0.0
＜畜肉類＞　うし　［和牛肉］　リブロース　脂身つき　焼き,11.0,50.0,200.0,3.0,13.0,110.0,2.0,4.0,0.0,0.0
＜畜肉類＞　うし　［和牛肉］　リブロース　皮下脂肪なし　生,11.0,41.0,160.0,3.0,10.0,88.0,1.0,3.0,0.0,0.0
＜畜肉類＞　うし　［和牛肉］　リブロース　赤肉　生,11.0,53.0,210.0,3.0,14.0,120.0,2.0,4.0,0.0,0.0
＜畜肉類＞　うし　［和牛肉］　リブロース　脂身　生,11.0,20.0,69.0,2.0,4.0,39.0,1.0,1.0,0.0,0.0
＜畜肉類＞　うし　［和牛肉］　サーロイン　脂身つき　生,11.0,32.0,180.0,3.0,12.0,100.0,1.0,3.0,0.0,0.0
＜畜肉類＞　うし　［和牛肉］　サーロイン　皮下脂肪なし　生,11.0,34.0,200.0,3.0,13.0,110.0,1.0,3.0,0.0,0.0
＜畜肉類＞　うし　［和牛肉］　サーロイン　赤肉　生,11.0,42.0,260.0,4.0,18.0,150.0,2.0,4.0,0.0,0.0
＜畜肉類＞　うし　［和牛肉］　ばら　脂身つき　生,11.0,44.0,160.0,4.0,10.0,87.0,1.0,3.0,0.0,0.0
＜畜肉類＞　うし　［和牛肉］　もも　脂身つき　生,11.0,45.0,320.0,4.0,22.0,160.0,3.0,4.0,0.0,0.0
＜畜肉類＞　うし　［和牛肉］　もも　皮下脂肪なし　生,11.0,47.0,330.0,4.0,23.0,170.0,3.0,4.0,0.0,0.0
＜畜肉類＞　うし　［和牛肉］　もも　皮下脂肪なし　ゆで,11.0,23.0,120.0,4.0,15.0,120.0,3.0,6.0,0.1,0.0
＜畜肉類＞　うし　［和牛肉］　もも　皮下脂肪なし　焼き,11.0,50.0,350.0,5.0,25.0,190.0,4.0,6.0,0.1,0.0
＜畜肉類＞　うし　［和牛肉］　もも　赤肉　生,11.0,48.0,350.0,4.0,24.0,180.0,3.0,5.0,0.0,0.0
＜畜肉類＞　うし　［和牛肉］　もも　脂身　生,11.0,24.0,99.0,2.0,5.0,44.0,1.0,1.0,0.0,0.0
＜畜肉類＞　うし　［和牛肉］　そともも　脂身つき　生,11.0,46.0,310.0,3.0,20.0,170.0,1.0,4.0,0.0,0.0
＜畜肉類＞　うし　［和牛肉］　そともも　皮下脂肪なし　生,11.0,47.0,320.0,3.0,21.0,180.0,1.0,4.0,0.0,0.0
＜畜肉類＞　うし　［和牛肉］　そともも　赤肉　生,11.0,50.0,360.0,3.0,23.0,200.0,2.0,4.0,0.0,0.0
＜畜肉類＞　うし　［和牛肉］　ランプ　脂身つき　生,11.0,40.0,260.0,3.0,17.0,150.0,1.0,4.0,0.0,0.0
＜畜肉類＞　うし　［和牛肉］　ランプ　皮下脂肪なし　生,11.0,42.0,270.0,3.0,18.0,150.0,1.0,4.0,0.0,0.0
＜畜肉類＞　うし　［和牛肉］　ランプ　赤肉　生,11.0,47.0,320.0,3.0,22.0,180.0,3.0,5.0,0.1,0.0
＜畜肉類＞　うし　［和牛肉］　ヒレ　赤肉　生,11.0,40.0,340.0,3.0,22.0,180.0,3.0,4.0,0.0,0.0
＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身つき　生,11.0,59.0,290.0,4.0,18.0,160.0,2.0,5.0,0.0,0.0
＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身つき　ゆで,11.0,22.0,88.0,3.0,12.0,89.0,2.0,6.0,0.0,0.0
＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身つき　焼き,11.0,67.0,290.0,4.0,20.0,170.0,3.0,6.0,0.1,0.0
＜畜肉類＞　うし　［乳用肥育牛肉］　かた　皮下脂肪なし　生,11.0,59.0,310.0,4.0,20.0,170.0,1.0,5.0,0.0,0.0
＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　生,11.0,69.0,340.0,4.0,22.0,190.0,3.0,6.0,0.0,0.0
＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　ゆで,11.0,43.0,220.0,4.0,19.0,160.0,3.0,7.0,0.0,0.0
＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　焼き,11.0,71.0,380.0,4.0,25.0,220.0,3.0,6.0,0.1,0.0
＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身　生,11.0,21.0,84.0,2.0,5.0,44.0,1.0,1.0,0.0,0.0
