NO,Food,l_class,REFUSE,ENERC,ENERC_KCAL,WATER,PROTCAA,PROT-,FATNLEA,CHOLE,FAT-,CHOAVLM,CHOAVL,CHOAVLDF-,FIB-,POLYL,CHOCDF-,OA,ASH,NA,K,CA,MG,P,FE,ZN,CU,MN,ID,SE,CR,MO,RETOL,CARTA,CARTB,CRYPXB,CARTBEQ,VITA_RAE,VITD,TOCPHA,TOCPHB,TOCPHG,TOCPHD,VITK ,THIA,RIBF,NIA,NE,VITB6A,VITB12,FOL,PANTAC,BIOT,VITC,ALC,NACL_EQ
2263,＜茶類＞　（緑茶類）　番茶　浸出液,16,0,1,0,100,-,Tr,-,0,0,-,-,0,-,-,0,-,0,2,32,5,1,2,0,Tr,0,0,-,-,-,-,0,-,-,-,0,0,0,-,-,-,-,Tr,0,0,0,0,0,0,7,0,-,3,-,0
2264,＜茶類＞　（緑茶類）　ほうじ茶　浸出液,16,0,1,0,100,-,Tr,-,0,0,-,-,Tr,-,-,0,-,0,1,24,2,Tr,1,Tr,Tr,0,0,-,-,-,-,0,-,-,-,0,0,0,-,-,-,-,0,0,0,0,0,Tr,0,13,0,-,Tr,-,0
2265,＜茶類＞　（緑茶類）　玄米茶　浸出液,16,0,0,0,100,-,0,-,0,0,-,-,0,0,-,0,-,0,2,7,2,1,1,Tr,Tr,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-,1,-,0
2266,＜茶類＞　（発酵茶類）　ウーロン茶　浸出液,16,0,1,0,100,-,Tr,-,0,0,-,-,0,-,-,0,-,0,1,13,2,1,1,Tr,Tr,Tr,0,0,0,0,0,0,-,-,-,0,0,0,-,-,-,-,0,0,0,0,0,Tr,0,2,0,0,0,-,0
2267,＜茶類＞　（発酵茶類）　紅茶　茶,16,0,974,234,6,-,20,-,0,3,-,-,14,38,-,52,-,5,3,2000,470,220,320,17,4,2.1,21,6,8,18,2,0,-,-,-,900,75,0,10,0,2,0,1500,0.1,0.8,10,13,0,0,210,2,32,0,-,0
2268,＜茶類＞　（発酵茶類）　紅茶　浸出液,16,0,3,1,100,-,0,-,0,0,-,-,0,-,-,0,-,Tr,1,8,1,1,2,0,Tr,0,0,0,0,0,0,0,-,-,-,0,0,0,-,-,-,-,6,0,0,0,0,0,0,3,0,0,0,-,0
2269,＜コーヒー・ココア類＞　コーヒー　浸出液,16,0,16,4,99,-0.1,0,Tr,0,Tr,0,0,1,-,-,1,-,0,1,65,2,6,7,Tr,Tr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.8,0,0,0,0,2,0,-,0
2270,＜コーヒー・ココア類＞　コーヒー　インスタントコーヒー,16,0,1220,287,4,-6,15,0,0,0,-,-,65,-,-,57,-,9,32,3600,140,410,350,3,0,0,1.9,8,5,2,7,0,-,-,-,0,0,0,0,0,0,0,Tr,0,0,47,-48,0,0,8,0,88,0,-,0
2271,＜コーヒー・ココア類＞　コーヒー　コーヒー飲料　乳成分入り　加糖,16,0,161,38,91,-,1,0,-,0,-,-,8,-,-,8,-,0,30,60,22,6,19,0,0,0,0,2,Tr,0,Tr,0,-,-,-,0,0,-,0,0,0,0,0,0,0,0,0,Tr,-,0,0,3,0,-,0
2272,＜コーヒー・ココア類＞　ココア　ピュアココア,16,0,1603,386,4,14,19,21,1,22,11,10,24,24,-,42,1,8,16,2800,140,440,660,14,7,3.8,-,-,-,-,-,0,-,-,-,30,3,0,0,0,4,0,2,0,0,2,7,0,0,31,1,-,0,-,0
2273,＜コーヒー・ココア類＞　ココア　ミルクココア,16,0,1690,400,2,-,7,7,-,7,-,-,75,6,-,80,-,3,270,730,180,130,240,3,2,1,1,-,-,-,-,8,-,-,-,Tr,8,-,0,0,1,0,0,0,0,0,2,0,-,12,0.9,-,0,-,1
2274,＜その他＞　青汁　ケール,16,0,1307,312,2,11,14,3,0,4,-,-,47,28,-,70,-,9,230,2300,1200,210,270,3,2,0,3,5,9,12,130,0,24,10000,110,10000,860,0,9,0,1,0,1500,0,0.8,6,10,1,0,820,1,20,1100,-,1
2275,＜その他＞　甘酒,16,0,322,76,80,-1.3,2,-,0,0,-18.3,-16.9,18,0,-,18,-,0,60,14,3,5,21,0,0,0,0,-,-,-,-,0,-,-,-,0,0,0,Tr,0,0,0,0,0,0,0,-0.6,0,-,8,0,-,0,-,0
2276,＜その他＞　昆布茶,16,0,734,173,1,8,5,-,0,0,35,33,35,3,2,42,-,51,20000,580,88,51,14,1,0,Tr,0,26000,2,13,1,0,0,30,1,31,3,0,Tr,0,0,0,13,0,0,0,0,Tr,0,11,0,1,6,-,51
2277,＜その他＞　スポーツドリンク,16,0,88,21,95,-,0,-,0,Tr,-,-,5,Tr,-,5,-,0,31,26,8,3,0,Tr,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Tr,-,Tr,-,0
2278,＜その他＞　（炭酸飲料類）　果実色飲料,16,0,218,51,87,-,Tr,-,0,Tr,-,-,13,-,-,13,-,Tr,2,1,3,0,Tr,Tr,0,Tr,0,1,0,0,0,0,-,-,-,0,0,0,-,-,-,-,-,0,0,0,0,-,-,-,-,0,0,-,0
2279,＜その他＞　（炭酸飲料類）　コーラ,16,0,196,46,89,-,0,-,0,Tr,-12.2,-12,11,-,-,11,-,Tr,2,Tr,2,1,11,Tr,Tr,Tr,0,-,-,-,-,0,-,-,-,0,0,0,-,-,-,-,-,0,0,0,Tr,-,-,-,-,-,0,-,0
2280,＜その他＞　（炭酸飲料類）　サイダー,16,0,173,41,90,-,Tr,-,0,Tr,-9,-9,10,-,-,10,-,0,4,Tr,1,Tr,0,Tr,0,0,0,-,-,-,-,0,-,-,-,0,0,0,-,-,-,-,-,0,0,0,0,-,-,-,-,-,0,-,0
2281,＜その他＞　（炭酸飲料類）　ビール風味炭酸飲料,16,0,23,5,99,0,0,-,0,Tr,-,-,1,-,-,1,-,Tr,3,9,2,1,8,0,0,Tr,0,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tr,0,1,0,-,8,-,0
2282,＜その他＞　なぎなたこうじゅ　浸出液,16,0,1,0,100,-,0,-,-,Tr,-,-,Tr,-,-,Tr,-,0,Tr,7,1,Tr,1,Tr,0,Tr,Tr,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,0,0,Tr,Tr,0,-,1,0,Tr,0,-,0
2283,＜その他＞　麦茶　浸出液,16,0,5,1,100,-,Tr,-,0,0,-,-,0,-,-,0,-,Tr,1,6,2,Tr,1,Tr,0,Tr,Tr,0,0,0,0,0,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,-,0
2284,＜調味料類＞　（ウスターソース類）　ウスターソース,17,0,516,122,61,1,1,Tr,-,0,24,24,27,1,0,27,2,9,3300,190,59,24,11,2,0,0.1,-,3,1,9,4,0,10,41,0,47,4,0,0,0,0,0,1,0,0,0,0,0,Tr,1,0,7,0,-,9
2285,＜調味料類＞　（ウスターソース類）　中濃ソース,17,0,561,132,61,1,1,Tr,-,0,27,27,30,1,0,31,1,6,2300,210,61,23,16,2,0,0,0,3,1,7,3,0,5,85,0,87,7,0,1,0,Tr,0,2,0,0,0,0,0,Tr,1,0,6,0,-,6
2286,＜調味料類＞　（ウスターソース類）　濃厚ソース,17,0,566,133,61,-,1,-,-,0,-27.1,-26.7,30,1,0,31,1,6,2200,210,61,26,17,2,0,0,0,-,-,-,-,0,14,100,0,110,9,0,1,0,0,0,2,0,0,1,1,0,Tr,1,0,-,0,-,6
2287,＜調味料類＞　（ウスターソース類）　お好み焼きソース,17,0,618,146,58,1,2,Tr,Tr,0,30,29,34,1,0,34,1,6,1900,240,31,20,28,1,0,0.1,0,2,2,5,6,-,3,200,0,200,17,0,1,Tr,Tr,0,1,0,0,1,1,0,0,6,0,5,3,0,5
2288,＜調味料類＞　（辛味調味料類）　トウバンジャン,17,0,205,49,70,-,2,2,3,2,-,-,4,4,-,8,-,18,7000,200,32,42,49,2,0,0,0,-,-,-,-,0,21,1400,-,1400,120,0,3,0,1,0,12,0,0,1,1,0.2,0,8,0,-,3,-,18
2289,＜調味料類＞　（辛味調味料類）　チリペッパーソース,17,0,246,58,84,-0.5,1,-0.4,-,1,-,-,13,-,-,13,-,2,630,130,15,13,24,2,0,0,0.1,-,-,-,-,0,62,1400,250,1600,130,0,-,-,-,-,-,0,0,0,-0.5,-,-,-,-,-,0,-,2
2290,＜調味料類＞　（辛味調味料類）　ラー油,17,0,3648,887,0,-,0,-97.5,0,100,-,-,2,-,-,Tr,-,Tr,Tr,Tr,Tr,Tr,Tr,0,Tr,0,-,-,-,-,-,0,0,570,270,710,59,0,4,0,48,1,5,0,0,0,0,-,-,-,-,-,0,-,0
2291,＜調味料類＞　（しょうゆ類）　こいくちしょうゆ,17,0,325,77,67,6,8,-,0,0,2,2,9,(Tr),0,8,1,15,5700,390,29,65,160,2,1,0,1,1,11,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,33,0,12,0,2,15
2292,＜調味料類＞　（しょうゆ類）　こいくちしょうゆ　減塩,17,0,291,68,74,-6.4,8,-,0,Tr,-1.3,-1.3,10,0,0,9,1,9,3300,260,31,74,170,2,1,Tr,1,1,10,3,84,0,-,-,-,-,-,0,-,-,-,-,0,0,0,2,-1.8,0,0,57,0,11,0,-,8
2293,＜調味料類＞　（しょうゆ類）　うすくちしょうゆ,17,0,253,60,70,5,6,-,0,0,3,3,6,(Tr),-,6,1,17,6300,320,24,50,130,1,1,0,1,1,6,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,31,0,8,0,2,16
2294,＜調味料類＞　（しょうゆ類）　うすくちしょうゆ　低塩,17,0,325,77,71,6,6,-,0,Tr,3,3,8,Tr,-,8,1,12,5000,330,19,54,130,1,1,0,0.7,Tr,4,4,26,0,0,0,0,0,0,-,0,0,0,0,0,0,0,1,1,0,Tr,36,0,6,4,3,13
2295,＜調味料類＞　（しょうゆ類）　たまりしょうゆ,17,0,471,111,57,9,12,-,0,0,-,-,19,0,-,16,-,15,5100,810,40,100,260,3,1,0,-,-,-,-,-,0,-,-,-,0,0,0,-,-,-,-,0,0,0,2,2,0,0,37,1,-,0,-,13
2296,＜調味料類＞　（しょうゆ類）　さいしこみしょうゆ,17,0,432,102,61,-7.6,10,-,0,0,-2,-1.9,17,0,0,16,1,14,4900,530,23,89,220,2,1,0,-,-,-,-,-,0,-,-,-,0,0,0,-,-,-,-,0,0,0,1,-1.7,0,0,29,1,-,0,-,12
2297,＜調味料類＞　（しょうゆ類）　しろしょうゆ,17,0,367,87,63,-2,3,-,0,0,-1.8,-1.8,19,0,0,19,1,15,5600,95,13,34,76,1,0,0,-,-,-,-,-,0,-,-,-,0,0,0,-,-,-,-,0,0,0,1,-1,0,0,14,0,-,0,-,14
2298,＜調味料類＞　（しょうゆ類）　だししょうゆ,17,0,168,40,-83.2,-3.1,-4,-,0,0,-0.8,-0.8,-4.5,(Tr),-0.1,-4.1,-0.4,-7.7,-2800,-230,-16,-35,-89,-0.9,-0.4,(Tr),-0.5,-750,-8,-1,-24,0,0,0,0,0,0,0,0,0,0,0,0,-0.03,-0.09,-1.1,-1.2,-0.09,-0.2,-17,-0.26,-6.2,0,-1,-7.3
2299,＜調味料類＞　（しょうゆ類）　照りしょうゆ,17,0,727,172,-55,-1.9,-2.4,-,0,0,-20.5,-20.4,-36,(Tr),(Tr),-35.7,-0.1,-4.2,-1600,-110,-10,-20,-51,-0.5,-0.2,-0.04,-0.31,(Tr),-3,-1,-13,0,0,0,0,0,0,0,0,0,0,0,0,-0.01,-0.05,-0.4,-0.5,-0.06,(Tr),-9,-0.13,-3.4,0,-2.8,-4
2300,＜調味料類＞　（食塩類）　食塩,17,0,0,0,0,-,0,-,0,0,-,-,0,0,-,0,-,100,39000,100,22,18,0,Tr,Tr,0,Tr,1,1,0,0,0,-,-,-,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,-,100
2301,＜調味料類＞　（食塩類）　並塩,17,0,0,0,2,-,0,-,0,0,-,-,0,0,-,0,-,98,38000,160,55,73,0,Tr,Tr,0,Tr,-,-,-,-,0,-,-,-,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,-,0,-,97
2302,＜調味料類＞　（食塩類）　減塩タイプ食塩　調味料含む,17,0,217,50,Tr,-,0,-,0,0,-,-,0,0,-,-16.7,17,-83.2,19000,19000,2,240,0,0,Tr,0,0,-,-,0,-,0,-,-,-,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,-,0,-,49
2303,＜調味料類＞　（食塩類）　減塩タイプ食塩　調味料不使用,17,0,0,0,2,-,0,-,0,0,-,-,0,0,-,0,-,-98,18000,25000,390,530,0,0,Tr,0,0,-,-,0,-,0,-,-,-,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,-,0,-,46
2304,＜調味料類＞　（食塩類）　精製塩　家庭用,17,0,0,0,Tr,-,0,-,0,0,-,-,0,0,-,0,-,100,39000,2,0,87,0,0,0,Tr,0,-,-,-,-,0,-,-,-,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,-,0,-,100
2305,＜調味料類＞　（食塩類）　精製塩　業務用,17,0,0,0,Tr,-,0,-,0,0,-,-,0,0,-,0,-,100,39000,2,0,0,0,0,0,Tr,0,-,-,-,-,0,-,-,-,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,-,0,-,100
2306,＜調味料類＞　（食酢類）　黒酢,17,0,282,66,86,-,1,-,0,0,-,-,9,0,-,9,4,0,10,47,5,21,52,0,0,0,1,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,-,Tr
2307,＜調味料類＞　（食酢類）　穀物酢,17,0,158,37,93,-,0,-,0,0,-,-,2,0,-,2,4,Tr,6,4,2,1,2,Tr,0,Tr,-,0,0,1,1,0,-,-,-,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,-,0
2308,＜調味料類＞　（食酢類）　米酢,17,0,251,59,88,-,0,-,0,0,-,-,7,0,-,7,4,0,12,16,2,6,15,0,0,Tr,-,0,Tr,1,4,0,-,-,-,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,-,0
2309,＜調味料類＞　（食酢類）　果実酢　バルサミコ酢,17,0,491,116,74,-,1,-,0,0,-16.4,-16.4,19,0,-,19,6,0,29,140,17,11,22,1,0,0,0,2,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tr,Tr,0,1,0,-,0
2310,＜調味料類＞　（食酢類）　果実酢　ぶどう酢,17,0,155,36,94,-,0,-,0,Tr,-,-,1,0,-,1,5,0,4,22,3,2,8,0,Tr,0,0,Tr,0,1,1,0,Tr,Tr,-,Tr,0,Tr,Tr,Tr,Tr,Tr,(Tr),Tr,Tr,Tr,Tr,Tr,0,Tr,0,0,Tr,-,0
2311,＜調味料類＞　（食酢類）　果実酢　りんご酢,17,0,172,41,93,-,0,-,0,0,-0.5,-0.5,2,0,-,2,5,0,18,59,4,4,6,0,0,Tr,-,-,-,-,-,0,0,0,0,0,0,(Tr),-,-,-,-,Tr,0,0,0,0,0,0,0,0,-,0,-,0
2312,＜調味料類＞　（だし類）　あごだし,17,0,2,0,100,Tr,0,-,0,0,-,-,Tr,Tr,-,0,-,0,10,19,Tr,1,8,Tr,0,0,0,1,Tr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tr,0,Tr,0,0,0,-,Tr
2313,＜調味料類＞　（だし類）　かつおだし　荒節,17,0,8,2,99,0,0,-,0,Tr,-,-,0,0,-,0,-,0,21,29,2,3,18,Tr,Tr,Tr,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tr,0,1,1,0,0,0,0,0,0,-,0
2314,＜調味料類＞　（だし類）　かつおだし　本枯れ節,17,0,9,2,99,0,1,-,0,0,-,-,0,0,-,Tr,-,0,21,32,Tr,3,18,Tr,Tr,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Tr,0,0,-,0
2315,＜調味料類＞　（だし類）　昆布だし　水出し,17,0,17,4,99,-0.1,0,-,-,Tr,-,-,1,-,-,1,-,1,61,140,3,4,6,Tr,Tr,Tr,0,5300,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,Tr,Tr,Tr,0,0,0,2,0,0,Tr,-,0
2316,＜調味料類＞　（だし類）　昆布だし　煮出し,17,0,23,5,98,0,0,-,0,0,-,-,1,0,-,1,-,1,73,160,5,8,4,Tr,0,0,0,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tr,0,Tr,Tr,Tr,0,1,0,0,0,-,0
2317,＜調味料類＞　（だし類）　かつお・昆布だし　荒節・昆布だし,17,0,10,2,99,-0.2,0,-,-,Tr,-,-,0,-,-,0,-,0,34,63,3,4,13,Tr,Tr,Tr,Tr,1500,4,0,0,(Tr),0,0,0,0,(Tr),-,0,0,0,0,0,0,0,1,-0.9,0,0,1,0,0,Tr,-,0
2318,＜調味料類＞　（だし類）　かつお・昆布だし　本枯れ節・昆布だし,17,1,10,2,99,0,0,-,-,0,-,-,1,Tr,-,0,-,0,30,58,1,3,11,Tr,Tr,Tr,0,2900,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tr,1,1,0,0,Tr,Tr,0,0,-,0
2319,＜調味料類＞　（だし類）　しいたけだし,17,0,17,4,99,-,0,-,-,0,-,-,1,-,-,1,-,0,3,29,1,3,8,0,Tr,0,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,Tr,0,1,1,0,0,2,1,-,0,-,0
2320,＜調味料類＞　（だし類）　煮干しだし,17,0,5,1,100,-,0,-,-,0,-,-,0,0,-,Tr,-,0,38,25,3,2,7,Tr,Tr,Tr,Tr,-,-,-,-,-,0,0,0,0,-,-,0,0,0,0,0,0,Tr,0,0,Tr,0,1,0,-,0,-,0
2321,＜調味料類＞　（だし類）　鶏がらだし,17,0,28,7,99,1,1,0,1,0,-,-,Tr,0,-,Tr,-,0,40,60,1,1,15,0,Tr,0,0,Tr,1,0,1,1,0,0,0,0,1,0,Tr,0,Tr,0,2,0,0,1,1,0,0,2,0,1,0,-,0
2322,＜調味料類＞　（だし類）　中華だし,17,0,14,3,99,-0.7,1,-,-,0,-,-,0,-,-,Tr,-,0,20,90,3,5,40,Tr,Tr,Tr,0,-,-,-,-,-,0,0,0,0,-,-,0,0,0,0,0,0,0,1,-1.3,0,0,1,0,-,0,-,0
2323,＜調味料類＞　（だし類）　洋風だし,17,0,27,6,98,-0.6,1,-,-,0,-,-,1,-,-,0,-,1,180,110,5,6,37,0,0,0,0,-,-,-,-,-,0,0,0,0,-,-,0,0,0,0,0,0,0,1,-1.1,0,0,3,0,-,0,-,1
2324,＜調味料類＞　（だし類）　固形ブイヨン,17,0,987,233,1,-8.2,7,4,Tr,4,-,-,41,0,-,42,-,46,17000,200,26,19,76,0,0,0.1,0.1,1,2,2,2,0,0,0,0,0,0,Tr,1,Tr,0,0,2,0,0,1,-1.1,0.4,0,16,0,1,0,-,43
2325,＜調味料類＞　（だし類）　顆粒おでん用,17,0,706,166,-0.9,-9.9,-9.6,-0.1,-7,-0.1,-21.3,-20.3,-31.2,(Tr),-,-31.7,-0.3,-57.6,-22000,-210,-30,-33,-130,-0.8,-0.4,-0.05,-0.33,-2,-26,-3,-15,0,0,0,0,0,0,-0.2,(Tr),0,0,0,0,-0.02,-0.11,-2,-2.5,-0.07,-0.4,-14,-0.2,-4.9,0,0,-56.4
2326,＜調味料類＞　（だし類）　顆粒中華だし,17,0,892,210,1,11,13,2,7,2,-,-,39,0,-,37,-,48,19000,910,84,33,240,1,1,0,0,31,8,8,6,2,2,7,0,8,3,0,1,0,5,1,-,0,1,8,9,0,0,170,1,5,0,-,48
2327,＜調味料類＞　（だし類）　顆粒和風だし,17,0,949,223,2,-26.8,24,0,23,0,-,-,29,0,-,31,-,43,16000,180,42,20,260,1,1,0,0,5,74,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2,6,-6.9,0,1,14,0,4,0,-,41
2328,＜調味料類＞　（だし類）　なべつゆ　ストレート　しょうゆ味,17,0,87,20,-93,-0.8,-1,-,-,0,-3.2,-3.1,-4.3,0,-,-4.1,-,-1.9,-700,-53,-4,-8,-23,-0.2,-0.1,(Tr),-0.12,0,-2,(Tr),-6,0,0,0,0,0,0,0,0,0,0,0,0,-0.01,-0.02,-0.3,-0.5,-0.02,(Tr),-4,-0.06,-1.5,0,0,-1.8
2329,＜調味料類＞　（だし類）　めんつゆ　ストレート,17,0,185,44,85,-2,2,-,-,0,-,-,9,-,-,9,-,4,1300,100,8,15,48,0,0,0,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,0,0,0,1,-1.2,0,0,17,0,-,0,-,3
2330,＜調味料類＞　（だし類）　めんつゆ　二倍濃縮,17,0,301,71,75,-,3,-,-,0,-,-,14,-,-,14,-,7,2600,160,12,25,67,1,0,0,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,0,0,0,1,-1.9,0,0,13,0,-,0,-,7
2331,＜調味料類＞　（だし類）　めんつゆ　三倍濃縮,17,0,417,98,65,-4.1,5,-,-,0,-,-,20,-,-,20,-,11,3900,220,16,35,85,1,0,0,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,0,0,0,1,-1.4,0,0,9,0,-,0,-,10
2332,＜調味料類＞　（だし類）　ラーメンスープ　濃縮　しょうゆ味　ストレートしょうゆ味,17,0,652,157,-57.5,-2.7,-3.3,-11.4,-12,-11.7,-3.7,-3.6,-10.9,(Tr),-,-9.9,-,-17.5,-6700,-200,-22,-31,-69,-0.6,-0.3,-0.03,-0.33,-2,-4,-1,-14,0,0,(Tr),0,(Tr),0,(Tr),-0.1,0,-0.3,-0.1,-1,-0.03,-0.08,-0.9,-1.4,-0.1,(Tr),-20,-0.24,-3.7,0,0,-17.1
2333,＜調味料類＞　（だし類）　ラーメンスープ　濃縮　みそ味　ストレートみそ味,17,0,782,187,-48.4,-5.5,-6.4,-10.7,-9,-11,-5.4,-5.1,-16.4,-1.6,-,-16.8,-,-17.4,-6500,-270,-61,-43,-100,-1.8,-0.6,-0.14,-0.09,-2,-4,-1,-31,0,(Tr),-18,-7,-22,-2,(Tr),-0.3,-0.1,-2.2,-1.3,-5,-0.02,-0.08,-1.1,-2.2,-0.08,(Tr),-27,-0.2,-6.5,0,0,-16.5
2334,＜調味料類＞　（調味ソース類）　甘酢,17,0,535,125,-67.2,-,-0.1,-,0,0,-27.9,-26.6,-28.4,0,-,-28.4,-3.1,-1.2,-470,-5,-2,-1,-1,0,-0.1,(Tr),0,0,0,-1,-1,0,-,-,-,0,0,0,0,0,0,0,0,-0.01,-0.01,-0.1,-0.1,-0.01,-0.1,0,0,-0.1,0,-,-1.2
2335,＜調味料類＞　（調味ソース類）　エビチリの素,17,0,228,54,-85.8,-0.8,-1.2,-1.3,-,-1.4,-7.8,-7.5,-9.2,-0.6,-,-9.5,-0.1,-2,-680,-150,-8,-10,-45,-0.3,-0.1,-0.03,-0.22,0,-1,-1,-2,-,-1,-150,0,-150,-13,0,-0.6,(Tr),-0.8,-0.2,-3,-0.14,-0.04,-1.3,-1.5,-0.1,0,-5,-0.28,-0.7,-1,0,-1.8
2336,＜調味料類＞　（調味ソース類）　オイスターソース,17,0,448,105,62,-6.1,8,0,2,0,-,-,20,0,-,18,-,12,4500,260,25,63,120,1,2,0,0.4,-,-,-,-,-,Tr,Tr,0,(Tr),-,-,0,Tr,Tr,Tr,1,0,0,1,-0.8,0,2,9,0,-,Tr,-,11
2337,＜調味料類＞　（調味ソース類）　黄身酢,17,0,930,222,-52.6,-5.6,-6.3,-10.8,-460,-13.1,-20.3,-19.4,-23,0,-,-20,-1.6,-6.4,-2300,-47,-57,-6,-210,-1.8,-1.4,-0.05,-0.03,-41,-18,(Tr),-5,-260,-1,-1,-16,-9,-270,-4.6,-1.7,(Tr),-0.6,(Tr),-15,-0.08,-0.18,(Tr),-1.5,-0.12,-1.4,-59,-1.38,-25,0,-,-5.7
2338,＜調味料類＞　（調味ソース類）　魚醤油　いかなごしょうゆ,17,0,274,64,63,9,14,-,0,0,Tr,Tr,6,Tr,0,2,1,21,8300,480,3,14,180,0,1,0,0,150,43,1,Tr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,1,51,1,17,0,-,21
2339,＜調味料類＞　（調味ソース類）　魚醤油　いしる　（いしり）,17,0,285,67,61,8,13,0,0,0,0,0,8,0,0,4,0,22,8600,260,25,53,180,2,5,1,0,61,140,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,4,66,1,32,0,-,22
2340,＜調味料類＞　（調味ソース類）　魚醤油　しょっつる,17,0,122,29,69,4,6,0,0,0,Tr,Tr,2,0,0,1,0,23,9600,190,6,14,70,0,0,0,0,29,11,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,3,0,-,24
2341,＜調味料類＞　（調味ソース類）　魚醤油　ナンプラー,17,0,201,47,66,6,9,0,0,0,-,-,6,0,-,3,-,23,9000,230,20,90,57,1,1,0,0,27,46,5,1,0,0,0,0,0,0,0,0,0,0,0,-,0,0.1,3,4,0.1,2,26,1,8,0,-,23
2342,＜調味料類＞　（調味ソース類）　ごま酢,17,0,913,217,-53.2,-3.6,-4,-7.6,-,-8,-25.1,-24,-28.7,-1.9,-,-29.9,-1.9,-2.6,-670,-110,-180,-61,-100,-1.7,-1,-0.26,-0.49,0,-5,-1,-23,0,0,-1,0,-1,0,0,(Tr),(Tr),-3.5,-0.1,-2,-0.08,-0.06,-1,-1.9,-0.12,-0.1,-26,-0.13,-3.7,0,-0.5,-1.7
2343,＜調味料類＞　（調味ソース類）　ごまだれ,17,0,1191,285,-40.7,-6.7,-7.2,-14.2,-,-15.1,-20.7,-19.9,-27.4,-3,-,-29.2,-1.1,-5.7,-1700,-210,-220,-100,-200,-2.3,-1.6,-0.42,-0.75,(Tr),-10,-2,-46,0,0,-2,0,-2,-4,(Tr),(Tr),(Tr),-7,-0.1,-1,-0.11,-0.09,-2,-3.5,-0.19,-0.1,-38,-0.2,-6.1,0,-1.1,-4.3
2344,＜調味料類＞　（調味ソース類）　三杯酢,17,0,400,94,-76.2,-0.6,-0.9,-,-,0,-12.9,-12.3,-18,0,-,-17.8,-3,-2.1,-780,-56,-5,-11,-27,-0.2,-0.2,(Tr),-0.08,-150,-1,-1,-8,0,0,0,0,0,0,0,0,0,0,0,0,-0.01,-0.02,-0.4,-0.6,-0.03,-0.1,-4,-0.1,-1.3,0,0,-2
2345,＜調味料類＞　（調味ソース類）　二杯酢,17,0,284,67,-78.7,-2.7,-3.5,-,0,0,-0.7,-0.7,-8.1,(Tr),-,-7.6,-2.8,-6.8,-2500,-180,-14,-32,-81,-0.8,-0.5,(Tr),-0.44,-1,-5,-2,-24,0,0,0,0,0,0,0,0,0,0,0,0,-0.03,-0.08,-0.7,-1.3,-0.09,-0.1,-15,-0.26,-5.7,0,-0.9,-6.4
2346,＜調味料類＞　（調味ソース類）　すし酢　ちらし・稲荷用,17,0,675,159,-55.5,-,-0.1,-,0,0,-31.6,-30.1,-34.9,0,-,-34.9,-2.9,-6.6,-2500,-18,-3,-5,-10,-0.1,-0.1,(Tr),0,0,0,-1,-3,0,-,-,-,0,0,0,0,0,0,0,0,-0.01,-0.01,-0.2,-0.2,-0.01,-0.1,0,-0.05,-0.3,0,-,-6.5
